Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Text_Combined,Processed_Text_NLTK,Sentiment_Score_VADER,Sentiment_VADER,TextBlob_Subjectivity,TextBlob_Polarity,Sentiment_TextBlob
Shame for not being true to my values in a difficult situation.,Shame,2023-03-03 12:00:00,ReflectiveSelf3,Twitter,15.0,30.0,UK,2023,3,3,12,shame true values difficult situation shame integrity,shame true valu difficult situat shame integr,-0.1531,Negative,0.825,-0.07500000000000001,Negative
"Revisiting old memories, feeling a sense of elation.",Elation,2010-05-15 15:30:00,NostalgiaFan,Twitter,20.0,40.0,Canada,2010,5,15,15,revisiting old memories feeling sense elation elation memories,revisit old memori feel sens elat elat memori,0.6705,Positive,0.2,0.1,Positive
The victory of our team brought euphoria to the city.,Euphoria,2021-08-10 21:15:00,SportsFanatic,Instagram,15.0,30.0,USA,2021,8,10,21,victory team brought euphoria city euphoria victory,victori team brought euphoria citi euphoria victori,0.8625,Positive,0.0,0.0,Neutral
"Embracing the beauty of nature, a moment of contentment.",Contentment,2011-06-20 14:45:00,NatureLover2,Facebook,25.0,50.0,India,2011,6,20,14,embracing beauty nature moment contentment contentment nature,embrac beauti natur moment content content natur,0.8316,Positive,0.0,0.0,Neutral
"Meditating by the serene lake, finding inner peace.",Serenity,2022-02-12 18:20:00,ZenMaster2,Twitter,18.0,35.0,UK,2022,2,12,18,meditating serene lake finding inner peace serenity meditation,medit seren lake find inner peac seren medit,0.7579,Positive,0.16666666666666666,0.0,Neutral
Overflowing with gratitude for life's blessings.,Gratitude,2012-11-25 10:00:00,ThankfulHeart,Instagram,30.0,60.0,Australia,2012,11,25,10,overflowing gratitude lifes blessings gratitude blessed,overflow gratitud life bless gratitud bless,0.9325,Positive,0.0,0.0,Neutral
"Hopeful for a brighter tomorrow, despite challenges.",Hope,2013-04-05 19:30:00,OptimisticSoul,Facebook,22.0,45.0,USA,2013,4,5,19,hopeful brighter tomorrow despite challenges hope optimism,hope brighter tomorrow despit challeng hope optim,0.1083,Positive,0.0,0.0,Neutral
Empowered to make a difference in my community.,Empowerment,2014-09-14 08:30:00,CommunityLeader,Twitter,15.0,30.0,UK,2014,9,14,8,empowered make difference community empowerment community,empow make differ commun empower commun,0.0,Neutral,0.0,0.0,Neutral
Compassion in action: supporting a local charity event.,Compassion,2015-07-18 14:20:00,CharitySupporter,Instagram,18.0,35.0,Canada,2015,7,18,14,compassion action supporting local charity event compassion charityevent,compass action support local chariti event compass charityev,0.8934,Positive,0.11666666666666665,0.11666666666666665,Positive
"A moment of tenderness, connecting with loved ones.",Tenderness,2016-02-23 19:45:00,LovingHeart,Facebook,25.0,50.0,UK,2016,2,23,19,moment tenderness connecting loved ones tenderness familytime,moment tender connect love one tender familytim,0.8591,Positive,0.8,0.7,Positive
Arousal of excitement as I await a special announcement.,Arousal,2017-10-30 11:30:00,ExcitementFan,Twitter,20.0,40.0,Australia,2017,10,30,11,arousal excitement await special announcement arousal excitement,arous excit await special announc arous excit,0.8591,Positive,0.5714285714285714,0.35714285714285715,Positive
Enthusiastically diving into a new project.,Enthusiasm,2018-06-15 16:00:00,ProjectEnthusiast,Instagram,15.0,30.0,USA,2018,6,15,16,enthusiastically diving new project enthusiasm newproject,enthusiast dive new project enthusiasm newproject,0.7783,Positive,0.45454545454545453,0.13636363636363635,Positive
Feeling a sense of fulfillment after reaching a milestone.,Fulfillment,2019-03-28 18:20:00,MilestoneAchiever,Facebook,22.0,45.0,India,2019,3,28,18,feeling sense fulfillment reaching milestone fulfillment milestone,feel sens fulfil reach mileston fulfil mileston,0.3182,Positive,0.0,0.0,Neutral
Reverence for the beauty of a historic landmark.,Reverence,2019-11-11 15:00:00,HistoryLover,Twitter,18.0,35.0,UK,2019,11,11,15,reverence beauty historic landmark reverence history,rever beauti histor landmark rever histori,0.6249,Positive,0.0,0.0,Neutral
Elation after a surprise reunion with old friends.,Elation,2020-04-02 09:30:00,JoyfulReunion2,Instagram,25.0,50.0,Canada,2020,4,2,9,elation surprise reunion old friends elation oldfriends,elat surpris reunion old friend elat oldfriend,0.8481,Positive,0.2,0.1,Positive
The euphoria of a live music concert under the stars.,Euphoria,2021-06-19 14:45:00,MusicEnthusiast,Facebook,15.0,30.0,USA,2021,6,19,14,euphoria live music concert stars euphoria livemusic,euphoria live music concert star euphoria livemus,0.8625,Positive,0.5,0.13636363636363635,Positive
Contentment in the simplicity of a quiet Sunday.,Contentment,2010-08-15 10:00:00,SimpleJoys,Twitter,30.0,60.0,Australia,2010,8,15,10,contentment simplicity quiet sunday contentment sundaymood,content simplic quiet sunday content sundaymood,0.6124,Positive,0.3333333333333333,0.0,Neutral
Serenity found in the pages of a favorite book.,Serenity,2011-09-22 19:30:00,BookLover3,Instagram,22.0,45.0,UK,2011,9,22,19,serenity found pages favorite book serenity booktime,seren found page favorit book seren booktim,0.4588,Positive,1.0,0.5,Positive
Gratitude for the support received during tough times.,Gratitude,2012-03-10 08:30:00,SupportiveFriend,Facebook,15.0,30.0,India,2012,3,10,8,gratitude support received tough times gratitude supportive,gratitud support receiv tough time gratitud support,0.875,Positive,0.9166666666666667,0.05555555555555555,Positive
Hopeful about the possibilities of a new journey.,Hope,2013-12-05 16:00:00,JourneyOptimist,Twitter,18.0,35.0,Canada,2013,12,5,16,hopeful possibilities new journey hope newbeginnings,hope possibl new journey hope newbegin,0.7351,Positive,0.45454545454545453,0.13636363636363635,Positive
Empowerment through learning and personal growth.,Empowerment,2014-07-20 11:30:00,GrowthSeeker,Instagram,25.0,50.0,USA,2014,7,20,11,empowerment learning personal growth empowerment personalgrowth,empower learn person growth empower personalgrowth,0.3818,Positive,0.3,0.0,Neutral
Compassion towards those in need during the holidays.,Compassion,2015-12-22 14:20:00,HolidayHelper,Facebook,18.0,35.0,USA,2015,12,22,14,compassion towards need holidays compassion holidaysupport,compass toward need holiday compass holidaysupport,0.8225,Positive,0.0,0.0,Neutral
Tenderness in the warmth of a cozy winter evening.,Tenderness,2016-02-10 19:45:00,WinterWarmth,Twitter,25.0,50.0,UK,2016,2,10,19,tenderness warmth cozy winter evening tenderness cozyevening,tender warmth cozi winter even tender cozyeven,0.8225,Positive,0.75,-0.19999999999999998,Negative
Arousal of excitement for an upcoming adventure.,Arousal,2017-04-30 11:30:00,AdventureAwaits,Instagram,20.0,40.0,Australia,2017,4,30,11,arousal excitement upcoming adventure arousal adventuretime,arous excit upcom adventur arous adventuretim,0.6705,Positive,0.0,0.0,Neutral
Enthusiasm for a creative project in the making.,Enthusiasm,2018-09-15 16:00:00,CreativeSpirit,Facebook,15.0,30.0,Canada,2018,9,15,16,enthusiasm creative project making enthusiasm creativity,enthusiasm creativ project make enthusiasm creativ,0.8834,Positive,1.0,0.5,Positive
Fulfillment in completing a challenging workout routine.,Fulfillment,2019-06-28 18:20:00,FitnessAchiever,Twitter,22.0,45.0,India,2019,6,28,18,fulfillment completing challenging workout routine fulfillment fitnessgoals,fulfil complet challeng workout routin fulfil fitnessgo,0.1531,Positive,1.0,0.5,Positive
Reverence for the artistry displayed in a museum.,Reverence,2020-11-11 15:00:00,ArtAppreciator,Instagram,18.0,35.0,UK,2020,11,11,15,reverence artistry displayed museum reverence artappreciation,rever artistri display museum rever artappreci,0.0,Neutral,0.0,0.0,Neutral
Elation after achieving a personal goal.,Elation,2021-03-02 09:30:00,GoalAchiever2,Facebook,25.0,50.0,USA,2021,3,2,9,elation achieving personal goal elation personalachievement,elat achiev person goal elat personalachiev,0.6124,Positive,0.3,0.0,Neutral
Elation over discovering a hidden gem in the city.,Elation,2012-02-18 14:30:00,UrbanExplorer2,Twitter,20.0,40.0,USA,2012,2,18,14,elation discovering hidden gem city elation hiddengem,elat discov hidden gem citi elat hiddengem,0.6124,Positive,0.3333333333333333,-0.16666666666666666,Negative
The euphoria of a surprise birthday celebration.,Euphoria,2018-11-05 21:45:00,BirthdayJoy,Instagram,15.0,30.0,UK,2018,11,5,21,euphoria surprise birthday celebration euphoria birthdaysurprise,euphoria surpris birthday celebr euphoria birthdaysurpris,0.8934,Positive,0.0,0.0,Neutral
Contentment in the simplicity of a home-cooked meal.,Contentment,2015-09-12 13:20:00,HomeChef,Facebook,25.0,50.0,India,2015,9,12,13,contentment simplicity homecooked meal contentment homecooking,content simplic homecook meal content homecook,0.6124,Positive,0.0,0.0,Neutral
Serenity found in the melody of a peaceful piano.,Serenity,2016-07-30 18:10:00,MusicLover4,Twitter,18.0,35.0,Canada,2016,7,30,18,serenity found melody peaceful piano serenity peacefulmelody,seren found melodi peac piano seren peacefulmelodi,0.4939,Positive,0.5,0.25,Positive
Gratitude for the supportive community around me.,Gratitude,2013-04-20 10:30:00,CommunityLove,Instagram,30.0,60.0,USA,2013,4,20,10,gratitude supportive community around gratitude communitysupport,gratitud support commun around gratitud communitysupport,0.8316,Positive,1.0,0.5,Positive
Hopeful about the prospects of a new business venture.,Hope,2017-12-08 19:15:00,EntrepreneurHope,Facebook,22.0,45.0,Canada,2017,12,8,19,hopeful prospects new business venture hope businessventure,hope prospect new busi ventur hope businessventur,0.8126,Positive,0.45454545454545453,0.13636363636363635,Positive
Empowerment through mentoring and guiding others.,Empowerment,2014-06-03 08:20:00,MentorEmpower,Twitter,15.0,30.0,UK,2014,6,3,8,empowerment mentoring guiding others empowerment mentorship,empower mentor guid other empower mentorship,0.0,Neutral,0.0,0.0,Neutral
Compassion shown through acts of kindness in the community.,Compassion,2019-01-15 14:50:00,KindnessInAction,Instagram,18.0,35.0,Australia,2019,1,15,14,compassion shown acts kindness community compassion communitykindness,compass shown act kind commun compass communitykind,0.8402,Positive,0.0,0.0,Neutral
Tenderness in a heartfelt message to a loved one.,Tenderness,2016-12-25 19:30:00,LoveExpress,Facebook,25.0,50.0,UK,2016,12,25,19,tenderness heartfelt message loved one tenderness lovenote,tender heartfelt messag love one tender lovenot,0.9186,Positive,0.9,0.35,Positive
Arousal of excitement before a much-awaited trip.,Arousal,2018-03-10 09:45:00,TravelExcitement,Twitter,20.0,40.0,India,2018,3,10,9,arousal excitement muchawaited trip arousal traveladventure,arous excit muchawait trip arous traveladventur,0.4939,Positive,0.0,0.0,Neutral
Enthusiasm for a new artistic project in the works.,Enthusiasm,2020-09-17 16:30:00,ArtisticSpirit,Instagram,15.0,30.0,USA,2020,9,17,16,enthusiasm new artistic project works enthusiasm artisticproject,enthusiasm new artist project work enthusiasm artisticproject,0.7003,Positive,0.7272727272727273,0.23484848484848483,Positive
Feeling a sense of fulfillment after helping others.,Fulfillment,2011-08-28 18:45:00,HelperHeart,Facebook,22.0,45.0,Canada,2011,8,28,18,feeling sense fulfillment helping others fulfillment helpingothers,feel sens fulfil help other fulfil helpingoth,0.4019,Positive,0.0,0.0,Neutral
Reverence for the historical significance of a landmark.,Reverence,2017-11-01 15:30:00,HistoryBuff,Twitter,18.0,35.0,Australia,2017,11,1,15,reverence historical significance landmark reverence historicalsite,rever histor signific landmark rever historicalsit,0.34,Positive,0.0,0.0,Neutral
Elation after achieving a fitness milestone.,Elation,2019-06-15 10:00:00,FitnessAchiever2,Instagram,25.0,50.0,UK,2019,6,15,10,elation achieving fitness milestone elation fitnessmilestone,elat achiev fit mileston elat fitnessmileston,0.7269,Positive,0.0,0.0,Neutral
The euphoria of a successful product launch.,Euphoria,2022-04-03 11:45:00,ProductLaunchJoy,Facebook,15.0,30.0,USA,2022,4,3,11,euphoria successful product launch euphoria productlaunchsuccess,euphoria success product launch euphoria productlaunchsuccess,0.9246,Positive,0.95,0.75,Positive
Contentment in the embrace of a loved one.,Contentment,2010-11-12 20:20:00,LovingEmbrace,Twitter,30.0,60.0,India,2010,11,12,20,contentment embrace loved one contentment love,content embrac love one content love,0.9371,Positive,0.7,0.6,Positive
Serenity found in the beauty of a sunset by the sea.,Serenity,2011-07-22 18:30:00,SunsetWatcher2,Instagram,22.0,45.0,Canada,2011,7,22,18,serenity found beauty sunset sea serenity sunsetviews,seren found beauti sunset sea seren sunsetview,0.5859,Positive,0.0,0.0,Neutral
Gratitude for the small joys that each day brings.,Gratitude,2012-03-30 11:20:00,JoyfulHeart2,Facebook,15.0,30.0,Australia,2012,3,30,11,gratitude small joys day brings gratitude smalljoys,gratitud small joy day bring gratitud smalljoy,0.8689,Positive,0.4,-0.25,Negative
Hopeful about the potential for personal growth.,Hope,2013-10-05 16:40:00,GrowthOptimist,Twitter,18.0,35.0,UK,2013,10,5,16,hopeful potential personal growth hope personaldevelopment,hope potenti person growth hope personaldevelop,0.8316,Positive,0.65,0.0,Neutral
Empowerment through learning a new skill.,Empowerment,2014-07-10 13:15:00,SkillEmpower,Instagram,25.0,50.0,India,2014,7,10,13,empowerment learning new skill empowerment skillbuilding,empower learn new skill empower skillbuild,0.0,Neutral,0.45454545454545453,0.13636363636363635,Positive
Compassion in volunteering for a local charity.,Compassion,2015-12-18 14:20:00,CharityVolunteer,Facebook,18.0,35.0,USA,2015,12,18,14,compassion volunteering local charity compassion volunteerwork,compass volunt local chariti compass volunteerwork,0.8316,Positive,0.0,0.0,Neutral
Tenderness in a quiet moment shared with a pet.,Tenderness,2016-02-10 19:45:00,PetLove,Twitter,25.0,50.0,Canada,2016,2,10,19,tenderness quiet moment shared pet tenderness petlove,tender quiet moment share pet tender petlov,0.7906,Positive,0.3333333333333333,0.0,Neutral
Arousal of excitement for an upcoming festival.,Arousal,2017-09-25 11:30:00,FestivalFan,Instagram,20.0,40.0,UK,2017,9,25,11,arousal excitement upcoming festival arousal festivalexcitement,arous excit upcom festiv arous festivalexcit,0.7506,Positive,0.0,0.0,Neutral
Enthusiasm for a DIY home improvement project.,Enthusiasm,2018-04-15 16:00:00,DIYEnthusiast,Facebook,15.0,30.0,Australia,2018,4,15,16,enthusiasm diy home improvement project enthusiasm homeimprovement,enthusiasm diy home improv project enthusiasm homeimprov,0.8316,Positive,0.0,0.0,Neutral
Fulfillment in completing a challenging puzzle.,Fulfillment,2019-11-28 18:20:00,PuzzleMaster,Twitter,22.0,45.0,India,2019,11,28,18,fulfillment completing challenging puzzle fulfillment puzzlechallenge,fulfil complet challeng puzzl fulfil puzzlechalleng,0.1531,Positive,1.0,0.5,Positive
Reverence for the wonders of nature on a hiking trail.,Reverence,2020-05-11 15:00:00,NatureAdmirer,Instagram,18.0,35.0,USA,2020,5,11,15,reverence wonders nature hiking trail reverence natureexploration,rever wonder natur hike trail rever natureexplor,0.0,Neutral,0.0,0.0,Neutral
Elation after a surprise reunion with a childhood friend.,Elation,2021-02-05 09:30:00,ChildhoodJoy,Facebook,25.0,50.0,Canada,2021,2,5,9,elation surprise reunion childhood friend elation friendshipreunion,elat surpris reunion childhood friend elat friendshipreunion,0.8519,Positive,0.0,0.0,Neutral
Suffering from despair after another setback.,Despair,2021-03-10 08:30:00,StrugglingSoul,Twitter,5.0,10.0,USA,2021,3,10,8,suffering despair another setback despair struggle,suffer despair anoth setback despair struggl,-0.8402,Negative,0.0,0.0,Neutral
"Overwhelmed by grief, missing a loved one dearly.",Grief,2022-07-05 15:45:00,MourningHeart,Instagram,8.0,15.0,Canada,2022,7,5,15,overwhelmed grief missing loved one dearly grief loss,overwhelm grief miss love one dearli grief loss,-0.4588,Negative,0.3125,-0.275,Negative
