Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Processed_Text
gratitude for the small joys that each day brings gratitude smalljoys,Gratitude,2012-03-30 11:20:00,JoyfulHeart2,Facebook,15.0,30.0,Australia,2012,3,30,11,gratitud small joy day bring gratitud smalljoy
hopeful about the potential for personal growth hope personaldevelopment,Hope,2013-10-05 16:40:00,GrowthOptimist,Twitter,18.0,35.0,UK,2013,10,5,16,hope potenti person growth hope personaldevelop
empowerment through learning a new skill empowerment skillbuilding,Empowerment,2014-07-10 13:15:00,SkillEmpower,Instagram,25.0,50.0,India,2014,7,10,13,empower learn new skill empower skillbuild
compassion in volunteering for a local charity compassion volunteerwork,Compassion,2015-12-18 14:20:00,CharityVolunteer,Facebook,18.0,35.0,USA,2015,12,18,14,compass volunt local chariti compass volunteerwork
tenderness in a quiet moment shared with a pet tenderness petlove,Tenderness,2016-02-10 19:45:00,PetLove,Twitter,25.0,50.0,Canada,2016,2,10,19,tender quiet moment share pet tender petlov
arousal of excitement for an upcoming festival arousal festivalexcitement,Arousal,2017-09-25 11:30:00,FestivalFan,Instagram,20.0,40.0,UK,2017,9,25,11,arous excit upcom festiv arous festivalexcit
enthusiasm for a diy home improvement project enthusiasm homeimprovement,Enthusiasm,2018-04-15 16:00:00,DIYEnthusiast,Facebook,15.0,30.0,Australia,2018,4,15,16,enthusiasm diy home improv project enthusiasm homeimprov
fulfillment in completing a challenging puzzle fulfillment puzzlechallenge,Fulfillment,2019-11-28 18:20:00,PuzzleMaster,Twitter,22.0,45.0,India,2019,11,28,18,fulfil complet challeng puzzl fulfil puzzlechalleng
reverence for the wonders of nature on a hiking trail reverence natureexploration,Reverence,2020-05-11 15:00:00,NatureAdmirer,Instagram,18.0,35.0,USA,2020,5,11,15,rever wonder natur hike trail rever natureexplor
elation after a surprise reunion with a childhood friend elation friendshipreunion,Elation,2021-02-05 09:30:00,ChildhoodJoy,Facebook,25.0,50.0,Canada,2021,2,5,9,elat surpris reunion childhood friend elat friendshipreunion
suffering from despair after another setback despair struggle,Despair,2021-03-10 08:30:00,StrugglingSoul,Twitter,5.0,10.0,USA,2021,3,10,8,suffer despair anoth setback despair struggl
overwhelmed by grief missing a loved one dearly grief loss,Grief,2022-07-05 15:45:00,MourningHeart,Instagram,8.0,15.0,Canada,2022,7,5,15,overwhelm grief miss love one dearli grief loss
loneliness creeps in as the night grows colder loneliness isolation,Loneliness,2019-11-18 21:20:00,SolitarySoul,Facebook,10.0,20.0,UK,2019,11,18,21,loneli creep night grow colder loneli isol
jealousy consumes me as i witness others success jealousy envy,Jealousy,2020-08-12 11:30:00,EnviousObserver,Twitter,12.0,25.0,India,2020,8,12,11,jealousi consum wit other success jealousi envi
resentment building up over past betrayals resentment bitterness,Resentment,2018-05-22 14:45:00,BitterHeart,Instagram,7.0,15.0,Australia,2018,5,22,14,resent build past betray resent bitter
frustration mounts as obstacles block my path frustration obstacles,Frustration,2017-01-30 16:10:00,BlockedGoals,Facebook,10.0,20.0,USA,2017,1,30,16,frustrat mount obstacl block path frustrat obstacl
boredom sets in the day feels endlessly dull boredom lackofinterest,Boredom,2016-09-28 19:45:00,BoredMind,Twitter,8.0,15.0,Canada,2016,9,28,19,boredom set day feel endlessli dull boredom lackofinterest
anxiety grips my heart worry clouds my thoughts anxiety worry,Anxiety,2019-04-15 09:00:00,WorriedMind,Instagram,12.0,25.0,UK,2019,4,15,9,anxieti grip heart worri cloud thought anxieti worri
intimidation by the unknown future ahead intimidation fear,Intimidation,2021-12-03 18:30:00,FearfulSoul,Facebook,15.0,30.0,India,2021,12,3,18,intimid unknown futur ahead intimid fear
helplessness sinks in as challenges pile up helplessness overwhelmed,Helplessness,2020-06-20 14:20:00,OverwhelmedHeart,Twitter,8.0,15.0,Australia,2020,6,20,14,helpless sink challeng pile helpless overwhelm
envy eats away at me as i see others prosperity envy desire,Envy,2018-11-07 11:30:00,CovetousMind,Instagram,10.0,20.0,Canada,2018,11,7,11,envi eat away see other prosper envi desir
regret over missed opportunities haunts my thoughts regret missedchances,Regret,2017-08-25 16:00:00,RemorsefulSoul,Facebook,12.0,25.0,UK,2017,8,25,16,regret miss opportun haunt thought regret missedch
disgust at the sight of injustice and cruelty disgust injustice,Disgust,2019-02-11 09:45:00,DisgustedHeart,Twitter,7.0,15.0,India,2019,2,11,9,disgust sight injustic cruelti disgust injustic
drowning in despair hope slipping through my fingers despair hopeless,Despair,2016-04-02 20:20:00,HopelessHeart,Instagram,10.0,20.0,USA,2016,4,2,20,drown despair hope slip finger despair hopeless
grief weighs heavy tears a constant companion grief tears,Grief,2015-10-18 15:30:00,TearfulSoul,Facebook,12.0,25.0,Canada,2015,10,18,15,grief weigh heavi tear constant companion grief tear
loneliness in a crowded room a silent cry for connection loneliness seekingconnection,Loneliness,2019-07-12 18:10:00,IsolatedMind,Twitter,15.0,30.0,UK,2019,7,12,18,loneli crowd room silent cri connect loneli seekingconnect
jealousy gnaws at my confidence a toxic emotion jealousy insecurity,Jealousy,2018-06-03 16:30:00,SelfDoubt,Instagram,8.0,15.0,India,2018,6,3,16,jealousi gnaw confid toxic emot jealousi insecur
resentment festers poisoning relationships resentment brokentrust,Resentment,2022-01-15 12:00:00,BrokenTrust,Facebook,10.0,20.0,Australia,2022,1,15,12,resent fester poison relationship resent brokentrust
frustration boils over a volcanic eruption of emotions frustration emotionaloutburst,Frustration,2017-04-10 14:45:00,ExplosiveMind,Twitter,12.0,25.0,USA,2017,4,10,14,frustrat boil volcan erupt emot frustrat emotionaloutburst
boredom settles like dust life feels mundane boredom monotony,Boredom,2016-11-28 19:00:00,MundaneHeart,Instagram,7.0,15.0,Canada,2016,11,28,19,boredom settl like dust life feel mundan boredom monotoni
anxiety grips my chest a relentless grip on my thoughts anxiety restlessness,Anxiety,2018-09-05 09:30:00,RestlessMind,Facebook,10.0,20.0,UK,2018,9,5,9,anxieti grip chest relentless grip thought anxieti restless
intimidation by the challenges ahead fear takes hold intimidation facingfear,Intimidation,2021-10-22 18:30:00,FearfulJourney,Twitter,15.0,30.0,India,2021,10,22,18,intimid challeng ahead fear take hold intimid facingfear
helplessness engulfs me drowning in a sea of problems helplessness struggling,Helplessness,2019-05-08 14:20:00,OverwhelmedSoul,Instagram,8.0,15.0,Australia,2019,5,8,14,helpless engulf drown sea problem helpless struggl
envy poisons my thoughts coveting others success envy success,Envy,2017-03-20 11:30:00,GreenEyedMonster,Facebook,10.0,20.0,Canada,2017,3,20,11,envi poison thought covet other success envi success
regret for decisions that led to a painful present regret pastchoices,Regret,2018-12-15 16:00:00,RegretfulMind,Twitter,12.0,25.0,USA,2018,12,15,16,regret decis led pain present regret pastchoic
disgust at the corruption that stains society disgust corruption,Disgust,2016-07-01 09:45:00,CorruptedHeart,Instagram,7.0,15.0,UK,2016,7,1,9,disgust corrupt stain societi disgust corrupt
sinking in despair each day darker than the last despair darkdays,Despair,2020-08-20 20:20:00,DrowningSoul,Facebook,10.0,20.0,India,2020,8,20,20,sink despair day darker last despair darkday
grief overwhelms a storm of emotions within grief emotionalstorm,Grief,2021-02-25 15:30:00,StormyHeart,Twitter,12.0,25.0,Canada,2021,2,25,15,grief overwhelm storm emot within grief emotionalstorm
loneliness echoes in empty spaces yearning for connection loneliness yearningforconnection,Loneliness,2019-09-12 18:10:00,EchoingSoul,Instagram,15.0,30.0,Australia,2019,9,12,18,loneli echo empti space yearn connect loneli yearningforconnect
jealousy poisons my thoughts resentment brewing within jealousy resentment,Jealousy,2018-08-05 16:30:00,PoisonedMind,Facebook,8.0,15.0,USA,2018,8,5,16,jealousi poison thought resent brew within jealousi resent
resentment festers a wound that refuses to heal resentment unforgiving,Resentment,2017-01-12 12:00:00,UnforgivingSoul,Twitter,10.0,20.0,India,2017,1,12,12,resent fester wound refus heal resent unforgiv
frustration escalates a thunderstorm of emotions frustration emotionaloutburst,Frustration,2022-04-05 14:45:00,ThunderingMind,Instagram,12.0,25.0,UK,2022,4,5,14,frustrat escal thunderstorm emot frustrat emotionaloutburst
boredom lingers a stagnant pool of indifference boredom stagnation,Boredom,2021-10-02 19:00:00,StagnantHeart,Facebook,7.0,15.0,Canada,2021,10,2,19,boredom linger stagnant pool indiffer boredom stagnat
embarking on a journey of discovery fueled by curiosity and a thirst for knowledge curiosity learning,Curiosity,2023-04-15 10:15:00,InquisitiveMind,Twitter,15.0,30.0,USA,2023,4,15,10,embark journey discoveri fuel curios thirst knowledg curios learn
lost in the vast sea of information an indifferent wave in the digital ocean indifference digitaloverload,Indifference,2022-11-28 17:30:00,ApatheticObserver,Instagram,7.0,15.0,Canada,2022,11,28,17,lost vast sea inform indiffer wave digit ocean indiffer digitaloverload
the complex puzzle of life leaves me in a state of perpetual confusion seeking answers in the chaos confusion lifepuzzle,Confusion,2020-04-02 09:45:00,SeekingClarity,Facebook,10.0,20.0,UK,2020,4,2,9,complex puzzl life leav state perpetu confus seek answer chao confus lifepuzzl
a numbness settles over me a shield against the overwhelming emotions life throws my way numbness emotionalshield,Numbness,2021-08-10 14:00:00,EmotionallyDistant,Twitter,8.0,15.0,India,2021,8,10,14,numb settl shield overwhelm emot life throw way numb emotionalshield
gazing at the sunset a melancholic longing for moments that slip through the fingers of time melancholy sunsetmoments,Melancholy,2019-06-18 20:45:00,SunsetDreamer,Instagram,12.0,25.0,Australia,2019,6,18,20,gaze sunset melanchol long moment slip finger time melancholi sunsetmo
revisiting old photographs caught in the embrace of nostalgias bittersweet symphony nostalgia memorylane,Nostalgia,2018-02-05 15:15:00,MemoryLaneTraveler,Facebook,10.0,20.0,USA,2018,2,5,15,revisit old photograph caught embrac nostalgia bittersweet symphoni nostalgia memorylan
torn between conflicting emotions an ambivalence that paints my decisions in shades of uncertainty ambivalence uncertainchoices,Ambivalence,2022-05-30 11:30:00,MixedFeelings,Twitter,12.0,25.0,Canada,2022,5,30,11,torn conflict emot ambival paint decis shade uncertainti ambival uncertainchoic
embracing the ebb and flow of life finding acceptance in the dance of existence acceptance lifejourney,Acceptance,2023-01-10 16:20:00,ZenLifestyle,Instagram,15.0,30.0,UK,2023,1,10,16,embrac ebb flow life find accept danc exist accept lifejourney
facing challenges headon a determination that fuels the fire within to achieve the impossible determination achievetheimpossible,Determination,2020-09-18 13:45:00,ResilientSpirit,Facebook,10.0,20.0,India,2020,9,18,13,face challeng headon determin fuel fire within achiev imposs determin achievetheimposs
serenity found in the stillness of nature a tranquil retreat from the chaos of the modern world serenity natureretreat,Serenity,2021-07-03 19:00:00,NatureSoul,Twitter,12.0,25.0,Australia,2021,7,3,19,seren found still natur tranquil retreat chao modern world seren natureretreat
curiosity leading me down the rabbit hole of knowledge a perpetual student in lifes classroom curiosity knowledgequest,Curiosity,2022-10-08 08:15:00,EternalLearner,Instagram,20.0,40.0,USA,2022,10,8,8,curios lead rabbit hole knowledg perpetu student life classroom curios knowledgequest
floating through the day with an air of indifference detached from the mundane happenings around indifference floatingthroughlife,Indifference,2023-03-22 16:30:00,AloofObserver,Facebook,10.0,20.0,Canada,2023,3,22,16,float day air indiffer detach mundan happen around indiffer floatingthroughlif
entangled in the web of thoughts confusion reigning as i navigate the labyrinth of ideas confusion thoughtlabyrinth,Confusion,2021-05-15 11:45:00,ThoughtExplorer,Twitter,15.0,30.0,UK,2021,5,15,11,entangl web thought confus reign navig labyrinth idea confus thoughtlabyrinth
numb to the chaos emotions locked away a stoic facade concealing the inner turmoil numbness stoicfacade,Numbness,2019-12-28 14:30:00,StoicSoul,Instagram,8.0,15.0,Australia,2019,12,28,14,numb chao emot lock away stoic facad conceal inner turmoil numb stoicfacad
melancholy whispers in the breeze a silent conversation with the echoes of forgotten dreams melancholy whispersinthebreeze,Melancholy,2020-03-01 19:00:00,DreamerInSilence,Facebook,12.0,25.0,India,2020,3,1,19,melancholi whisper breez silent convers echo forgotten dream melancholi whispersinthebreez
stumbling upon an old journal nostalgia flooding in waves carrying me to moments long gone nostalgia journalmoments,Nostalgia,2018-07-10 15:45:00,JournalKeeper,Twitter,10.0,20.0,Canada,2018,7,10,15,stumbl upon old journal nostalgia flood wave carri moment long gone nostalgia journalmo
a tapestry of conflicting feelings weaving through uncertainty caught in the threads of ambivalence ambivalence conflictingfeelings,Ambivalence,2022-01-05 10:30:00,ThreadWeaver,Instagram,12.0,25.0,UK,2022,1,5,10,tapestri conflict feel weav uncertainti caught thread ambival ambival conflictingfeel
embracing the flaws finding acceptance in imperfection a journey towards selflove acceptance selflovejourney,Acceptance,2021-08-20 16:20:00,SelfLoveAdvocate,Facebook,15.0,30.0,Australia,2021,8,20,16,embrac flaw find accept imperfect journey toward selflov accept selflovejourney
determination burning like a wildfire overcoming obstacles turning dreams into reality determination dreamsintoreality,Determination,2019-11-03 13:45:00,DreamChaser,Twitter,18.0,35.0,USA,2019,11,3,13,determin burn like wildfir overcom obstacl turn dream realiti determin dreamsintor
tranquil moments by the ocean serenity washing over a peaceful retreat within the waves embrace serenity oceanretreat,Serenity,2020-04-12 19:30:00,OceanSoul,Instagram,25.0,50.0,Canada,2020,4,12,19,tranquil moment ocean seren wash peac retreat within wave embrac seren oceanretreat
exploring new horizons with the spark of curiosity an adventurer in the vast landscape of knowledge curiosity newhorizons,Curiosity,2022-04-15 08:45:00,HorizonExplorer,Facebook,22.0,45.0,India,2022,4,15,8,explor new horizon spark curios adventur vast landscap knowledg curios newhorizon
drifting through the day with a nonchalant demeanor embracing the art of indifference indifference driftingthroughlife,Indifference,2023-02-10 17:00:00,NonchalantSpirit,Twitter,9.0,18.0,UK,2023,2,10,17,drift day nonchal demeanor embrac art indiffer indiffer driftingthroughlif
wrestling with thoughts a perplexed mind lost in the labyrinth of lifes complexities confusion perplexedmind,Confusion,2020-08-05 12:15:00,ComplexThinker,Instagram,14.0,28.0,Australia,2020,8,5,12,wrestl thought perplex mind lost labyrinth life complex confus perplexedmind
